monastery_name,notes,lat,lon,x,y
Abbeville,,50.110999,1.839998,204827.6404,6465521.15
Compiègne,,49.408,2.819,313809.6445,6344376.159
Bernay,,49.093999,0.605,67348.2919,6290826.134
Mantes-la-Jolie, ,48.985999,1.706996,190021.9255,6272486.051
Meaux,,48.958,2.890001,321713.4397,6267737.875
Châteaudun,,48.07222223,1.337870239,148931.0338,6118878.462
Châtillon-sur-Seine,,47.862997,4.567997,508507.1,6084092.607
Vendôme,,47.797,1.066997,118777.5627,6073149.069
Blois,,47.588002,1.326998,147720.7416,6038584.705
Loudun,,47.013001,0.085997,9573.1422,5944196.425
Issoudun,,46.943998,2.000999,222750.1898,5932937.906
Châtellerault,,46.812004,0.543998,60557.5804,5911442.145
Châteauroux,,46.806001,1.703999,189688.301,5910465.787
Mirebeau,,46.787002,0.183998,20482.5637,5907376.414
Saint-Junien,,45.886003,0.900002,100187.7644,5762099.902
Nontron,,45.529,0.662996,73804.3771,5705189.744
Montignac,,45.068002,1.161002,129242.1514,5632233.37
Gray,,47.446,5.584997,621719.0221,6015178.911
Beaune,,47.030002,4.832003,537896.1135,5946972.538
Lons-le-Saunier, ,46.674997,5.543003,617044.2714,5889185.722
Saint-Pourcain-sur-Sioule, ,46.310002,3.290996,366351.9989,5830167.192
Riom,,45.895003,3.107,345869.6579,5763539.313
Montbrison,,45.610999,4.058003,451734.8276,5718229.176
Brioude,,45.295999,3.380996,376370.7531,5668241.464
Villefranche,,45.985003,4.717001,525094.1494,5777946.266
Romans,,45.068002,4.838996,538674.5707,5632233.37
Salins-les-Bains,,46.933999,5.873996,653890.2436,5931307.675
Chambéry, ,45.571003,5.909996,657897.7453,5711866.658
Vivero,,43.666,-7.584001,-844247.1295,5413899.564
Avilés, ,43.55465175,-5.917091547,-658687.618,5396780.197
Ribadeo,,43.539001,-7.039996,-783688.7699,5394376.491
Cangas de Narcea, ,43.180999,-6.543997,-728474.4138,5339562.445
Lugo,,43.017001,-7.558999,-841463.9196,5314559.931
Benavente,,42.008002,-5.671996,-631403.7065,5162178.18
Ciudad Rodrigo,,40.605001,-6.532,-727138.9139,4954252.829
Bejar,,40.39,-5.756002,-640755.2116,4922778.924
Plascencia,,40.031998,-6.084997,-677378.7675,4870593.232
Castro,,43.201996,-4.598998,-511958.1155,5342768.413
Miranda de Ebro,,42.693001,-2.946004,-327947.6652,5265359.6
Belorado,,42.424,-3.192001,-355331.9259,5224705.716
Sahagun,,42.373996,-5.026003,-559492.0947,5217167.913
Carrion de los Condes, ,42.343999,-4.597,-511735.6992,5212648.924
Mayorga,,42.162001,-5.264998,-586096.8964,5185277.383
Santa Domingo de Silos,,41.965999,-3.418,-380490.0195,5155887.619
Villalpando,,41.869996,-5.408998,-602126.9031,5141525.324
Penafiel, ,41.604001,-4.118002,-458413.8857,5101844.058
Ayllon,,41.425999,-3.370003,-375147.0179,5075380.939
Cuéllar, ,41.399998,-4.309999,-479786.894,5071521.515
Olmeda,,41.292997,-4.678999,-520863.7861,5055655.186
Arévalo, ,41.063002,-4.714,-524760.0796,5021638.891
Segovia,,40.933996,-4.107004,-457189.594,5002610.958
Guadalajara,,40.631002,-3.162004,-351992.6752,4958065.956
Estella,,42.683002,-2.032,-226201.2053,5263845.317
Sanguesa,,42.577999,-1.279996,-142488.5029,5247957.995
Huesca,,42.136999,-0.411001,-45752.422,5181523.372
Tudela,,42.067996,-1.603996,-178556.018,5171170.363
Tarazona,,41.902999,-1.722004,-191692.6084,5146460.221
Borja,,41.837002,-1.528,-170096.1819,5136594.319
Sarinena,,41.795998,-0.159001,-17699.9104,5130469.749
Soria,,41.764003,-2.457997,-273622.9744,5125693.53
Almazan, ,41.489998,-2.528998,-281526.7696,5084887.137
Calatayud,,41.353999,-1.634002,-181896.2706,5064697.493
Daroca,,41.121997,-1.407004,-156626.9688,5030352.881
Morella,,40.624999,-0.102004,-11355.0333,4957185.465
Teruel,,40.342003,-1.104001,-122896.8292,4915766.4
Huete,,40.146001,-2.688001,-299226.9026,4887181.485
Castellon De La Plana,,39.964003,-0.260998,-29054.1645,4860712.672
Ciudad Real,,38.977999,-3.927004,-437152.0856,4718520.608
Ubeda,,38.016997,-3.373999,-375591.8506,4581827.197
Játiva,,38.993002,-0.522997,-58219.7597,4720669.219
Albacete,,38.987998,-1.862998,-207387.9887,4719952.535
Berga,,42.105004,1.843004,205162.2668,5176721.535
Barbastro,,42.037999,0.122996,13691.8521,5166673.211
Monzón, ,41.909002,0.192998,21484.4391,5147358.116
Cervera,,41.673004,1.272998,141709.4891,5112122.189
Montblanc,,41.387002,1.162001,129353.3596,5069593.049
Villafranca Del Panades,,41.351002,1.694,188575.2174,5064253.051
Puigcerda,,42.435997,1.929998,214846.3946,5226515.086
Seret,,47.94751,26.068298,2901909.659,6098126.807
Ramieniec-Podolsk,,48.675476,26.573486,2958146.93,6219974.787
Saint-Antonin,,43.723083,0.815674,90800.4143,5422688.169
Mirepoix,,43.086487,1.876099,208846.3854,5325145.329
Rieux,,43.25708,1.19928,133503.2389,5351184.268
Rabastens,,43.82312,1.725098,192037.0309,5438110.274
Saint-Chély-d'Apcher, ,44.801331,3.275513,364628.4392,5590299.155
Villefranche-de-Rouergue,,44.351318,2.036926,226749.5651,5519971.396
Ganges,,43.936096,3.709473,412936.6455,5455558.212
Azille,,43.277893,2.658508,295943.7568,5354366.105
Campobasso,,41.56012,14.664917,1632491.093,5095313.614
Velletri,,41.691284,12.778076,1422448.914,5114846.877
Monteleone di Spoleto,,42.651917,12.953308,1441955.651,5259139.254
Atri,,42.580322,13.981079,1556366.595,5248309.183
Norcia,,42.794312,13.096497,1457895.377,5280716.256
Jesi,,43.522522,13.24353,1474263.016,5391846.254
Camerino,,43.140503,13.068909,1454824.295,5333382.347
Assisi,,43.070313,12.617493,1404572.896,5322680.334
Chiusi,,43.01709,11.948486,1330099.377,5314573.481
Haguenau,,48.820496,7.791504,867346.2578,6244458.026
Neuburg am Rhein,,48.986511,8.252075,918616.787,6272572.903
Sélestat, ,48.259705,7.456116,830011.0364,6150169.759
Neuenburg,,47.813721,7.558716,841432.4162,6075920.408
Thann,,47.812317,7.099487,790311.2777,6075687.675
Rouffach,,47.957092,7.2995,812576.623,6099719.439
Villingen,,48.055481,8.460083,941772.1316,6116089.865
Celje,,46.231079,15.260315,1698770.495,5817457.436
Koprivnica,,46.16272,16.832092,1873739.91,5806463.668
Székesfehérvár, ,47.188721,18.413879,2049823.634,5972932.73
Szemenye,,47.101929,16.914917,1882959.947,5958727.379
Potenza,,40.637329,15.802307,1759104.769,4958994.054
Zemun,,44.836121,20.411499,2272197.675,5595758.883
Cerevic,,45.211914,19.673889,2190087.305,5654944.933
Vrbas,,45.571716,19.639282,2186234.872,5711980.041
Tordinci,,45.369873,18.795288,2092281.889,5679939.589
Ilok,,45.222107,19.379089,2157270.319,5656555.725
Otok,,45.150085,18.883484,2102099.823,5645180.325
Bijeljina,,44.762329,19.207275,2138144.073,5584182.335
Modrica,,44.956726,18.298523,2036982.263,5614711.451
Podnovlje,,44.937927,18.141479,2019500.205,5611754.65
Bukovica,,45.284912,17.437683,1941153.992,5666487.127
Usora,,44.718872,18.083923,2013093.1,5577371.684
Dakovo,,45.308105,18.408081,2049178.203,5670157.433
Kovin,,44.751099,20.987488,2336316.477,5582421.861
Korczyna,,49.71228,21.252075,2365770.167,6396596.105
Lwów, ,49.830078,24.000122,2671681.36,6416900.183
Szatmar, ,47.798096,22.889526,2548050.379,6073330.693
Spiš, ,48.943909,20.570129,2289856.286,6265349.278
Szécsény, ,48.081116,19.519714,2172924.623,6120360.272
Eger,,47.90332,20.373108,2267924.008,6090785.772
Sarospatak, ,48.319092,21.566284,2400747.753,6160105.504
Szeged,,46.253296,20.145508,2242587.692,5821033.41
Našice, ,45.490723,18.093079,2014112.341,5699109.466
Baç, ,48.004272,17.377686,1934475.157,6107565.573
Ptuj,,46.420105,15.870117,1766653.343,5847928.83
Ljubovija,,44.197327,19.391907,2158697.213,5496029.945
Bosanska Krupa,,44.88269,16.163086,1799266.503,5603072.295
Kostajnica,,45.225098,16.554688,1842859.438,5657028.445
Modrus,,45.128723,15.241089,1696630.267,5641809.103
Pag,,44.446472,15.055115,1675927.736,5534796.733
Rab,,44.7547,14.761902,1643287.414,5582986.335
Cres,,44.960083,14.409485,1604056.533,5615239.559
Pula,,44.86969,13.841125,1540786.987,5601030.119
Krk,,45.026306,14.573486,1622313.041,5625663.779
Pirano,,45.533325,13.566711,1510239.36,5705877.028
Muggia,,45.604309,13.767517,1532592.982,5717164.622
Capo d'Istria, ,45.546692,13.730713,1528495.979,5708001.505
Lasva,,44.136108,17.929077,1995855.722,5486529.426
Greben,,45.757507,15.248718,1697479.523,5741574.338
Krbava,,44.613098,15.671509,1744544.402,5560815.958
Pasman, ,43.956116,15.387329,1712909.629,5458653.543
Glamoc,,44.047302,16.851074,1875852.977,5472765.197
Skradin,,43.817871,15.923096,1772550.939,5437300.425
Šibenik, ,43.733704,15.895874,1769520.599,5424324.321
Olovo,,44.128906,18.604919,2071090.109,5485412.403
Herceg Novi,,42.455505,18.536682,2063494.001,5229457.994
Cetinje,,42.39093,18.914124,2105510.653,5219719.939
Shkoder,,42.251282,19.773499,2201175.84,5198694.906
Hainberg,,48.137329,15.410522,1715491.462,6129731.972
Stein,,48.514709,13.951721,1553098.477,6192915.265
Laa an der Thaya,,48.72113,16.385681,1824045.665,6227674.781
Valtice,,48.744873,16.75708,1865389.613,6231682.034
Znojmo,,48.855896,16.048889,1786554.151,6250445.239
Glogówek, ,50.352478,17.864929,1988714.799,6507544.08
Laurino,,40.338997,15.332996,1706861.307,4915327.379
Olomouc,,49.59552,17.251892,1920471.833,6376519.479
Unicov,,49.771301,17.121277,1905931.837,6406763.004
Opava,,49.938904,17.902527,1992900.19,6435701.805
Vysoke Myto,,49.953125,16.162903,1799246.132,6438161.871
Benešov, ,49.781494,14.686707,1634916.745,6408520.093
Wodzislaw Slaski, ,50.00354167,18.46635902,2055665.683,6446889.218
Nysa,,50.481079,17.33551,1929780.146,6530010.883
Opole,,50.670471,17.9245,1995346.213,6563209.562
Brzeg,,50.860718,17.467712,1944496.805,6596693.232
Namyslów, ,51.07373,17.72229,1972836.299,6634346.083
Wroclaw,,51.10791,17.038513,1896718.591,6640403.995
Krnov,,50.089478,17.704529,1970859.153,6461786.299
Hradec Králové, ,50.209473,15.832703,1762488.436,6482632.216
Klodzko,,50.434692,16.661499,1854749.584,6521899.964
Strzelin,,50.781311,17.064697,1899633.381,6582700.958
Lwowek Slaski,,51.109314,15.581482,1734522.642,6640652.93
Legnica,,51.207092,16.155273,1798396.764,6658007.977
Boleslawiec,,51.26593,15.565674,1732762.903,6668469.155
Grodek, ,50.80183409,23.94834032,2665917.05,6586315.043
Zagan,,51.61792,15.32489,1705958.951,6731333.149
Glogów, ,51.663696,16.084717,1790542.506,6739544.313
Krosno,,52.059326,15.102295,1681179.789,6810859.472
Radomsko,,51.066895,19.444885,2164594.697,6633135.215
Kalisz,,51.767273,18.085327,2013249.392,6758154.321
Görlitz, ,51.153076,14.975281,1667040.655,6648415.893
Löbau, ,51.097107,14.66571,1632579.369,6638488.836
Ziebice,,50.600708,17.043274,1897248.583,6550965.212
Litomerice,,50.533875,14.131104,1573067.302,6539252.129
Novy Bydzov, ,50.241516,15.491272,1724480.511,6488207.694
Tynec, ,48.779297,17.009521,1893491.216,6237495.348
Hersfeld,,50.86908,9.707275,1080608.91,6598168.082
Grünberg, ,50.592529,8.958313,997234.8415,6549530.877
Oppenheim,,49.855713,8.357727,930377.9138,6421325.27
Andernach,,50.43927,7.406128,824446.3977,6522700.089
Oberwesel,,50.107483,7.726685,860130.6397,6464910.853
Kleve,,51.784912,6.130676,682463.7305,6761327.829
's-Hertogenbosch,,51.68927,5.304321,590474.3127,6744135.314
Sint-Truiden,,50.815491,5.186707,577381.5821,6588720.884
Neuss,,51.198486,6.695313,745318.8339,6656478.983
Zary,,51.64209,15.137085,1685052.594,6735667.659
Oborniki,,52.645081,16.814087,1871735.603,6917615.462
Pyrzyce,,53.146118,14.892517,1657827.409,7010071.664
Choszczno,,53.169495,15.419922,1716537.865,7014411.655
Drawsko Pomorskie,,53.531677,15.813904,1760395.741,7081955.758
Lelów, ,50.683716,19.625305,2184678.959,6565536.293
Stary Sacz,,49.564514,20.632874,2296841.027,6371196.145
Sroda Slaska,,51.164307,16.592712,1847092.251,6650409.353
Bytom,,50.348511,18.91571,2105687.205,6506852.007
Cracow,,50.064697,19.945129,2220281.604,6457487.77
Zawichost,,50.807678,21.846313,2431920.439,6587344.437
Horyniec,,50.197083,23.376282,2602235.809,6480477.362
Srem,,52.088684,17.01532,1894136.758,6816176.57
Wloclawek,,52.648315,19.067688,2122605.319,6918208.82
Radziejow,,52.624878,18.523682,2062046.848,6913909.708
Torun,,53.013916,18.598511,2070376.774,6985572.419
Chelmno,,53.348877,18.436279,2052317.19,7047793.266
Nowe,,53.649109,18.727112,2084692.572,7103979.845
Braniewo,,54.3797,19.820129,2206366.668,7242397.429
Pécs, ,46.071289,18.233276,2029719,5791780.701
Pozega, ,45.331116,17.677124,1967808.442,5673800.423
Bistrita,,47.133728,24.493103,2726559.754,5963929.268
Oradea,,47.060913,21.927673,2440977.393,5952022.298
Targu Mures, ,46.536316,24.555908,2733551.174,5866714.752
Sibiu,,45.968506,24.286682,2703581.073,5775303.72
Armenis,,45.200073,20.316711,2261645.923,5653074.071
Caransebes,,45.409119,22.225891,2474174.869,5686160.502
Orsova,,44.714294,22.408081,2494456.167,5576654.51
Turnu-severin,,44.63031,22.6521,2521620.237,5563507.92
Kolomyia,,48.551086,25.028503,2786160.209,6199030.534
Sniatyn,,48.448486,25.562927,2845652.017,6181793.903
Chernovtsy,,48.252686,25.976074,2891643.33,6148996.208
Khotin,,50.950073,26.850098,2988939.237,6612466.962
Halicz,,49.089111,22.735901,2530948.922,6289995.215
Senj,,44.990723,14.902283,1658914.555,5620061.131
Zadar,,44.113892,15.226929,1695053.983,5483084.182
Visoko,,46.090088,16.328308,1817658.932,5794797.657
Imotski,,43.447876,17.215881,1916463.106,5380393.519
Bar,,42.10553,19.088074,2124874.678,5176800.458
Ulcinj,,41.929688,19.224304,2140039.732,5150452.859
Durres,,41.180908,19.680298,2190800.752,5039062.284
Ludbreg,,46.253906,16.615112,1849585.807,5821131.614
Zagreb,,45.815125,15.978516,1778720.265,5750772.206
Virovitica,,45.833496,17.383911,1935168.12,5753706.867
Szombathely,,47.235291,16.621887,1850339.997,5980564.475
Esztergom,,47.793274,18.741882,2086336.761,6072531.643
Sopron,,47.684875,16.58313,1846025.587,6054588.468
Gyor,,47.684082,17.635071,1963127.124,6054457.341
Bratislava,,48.15323191,17.11986131,1905774.244,6132385.13
Nitra,,48.312927,18.086121,2013337.78,6159073.53
Trencin, ,48.893921,18.037903,2007970.177,6256881.138
Brno,,49.191101,16.611511,1849184.946,6307349.662
Caslav,,49.910278,15.39209,1713439.621,6430752.046
Pilsen,,49.747498,13.377686,1489197.194,6402661.235
Bechyne,,49.294922,14.468323,1610606.349,6325052.456
Stribro, ,49.753906,13.000671,1447228.076,6403765.273
Prague,,50.087891,14.420471,1605279.489,6461510.95
Zatec, ,50.317505,13.537903,1507032.468,6501444.769
Gryfice,,53.916687,15.19989,1692044.015,7154393.572
Szczecin,,53.428528,14.552917,1620023.31,7062660.741
Jihlava,,49.395508,15.590881,1735568.934,6342239.238
Venzolasca,,42.48468,9.452515,1052249.157,5233860.942
Biguglia,,42.627502,9.422913,1048953.877,5255444.633
L'Alesani, ,42.32428,9.398682,1046256.494,5209679.471
Lautrec,,43.705322,2.136108,237790.4548,5419952.755
Saint-Affrique, ,43.958679,2.885498,321212.168,5459049.888
Penne,,44.077271,1.728516,192417.5209,5477407.846
Étampes, ,48.437073,2.16333,240820.794,6179878.692
Verneuil-sur-Avre,,48.736084,0.929077,103424.3785,6230198.439
Pontoise,,49.048889,2.093079,233000.4885,6283160.909
Vernon,,49.090515,1.484314,165233.0787,6290233.875
Roye,,49.69873,2.793884,311013.7442,6394263.74
Noyon,,49.58252,3.003296,334325.3814,6374287.134
Brive-la-Gaillarde,,45.158691,1.532715,170621.0533,5646538.829
Donzenac,,45.227295,1.522888,169527.1167,5657375.691
Annonay,,45.240479,4.668518,519697.0465,5659459.767
Medina de Pomar,,42.941284,-3.477478,-387111.0802,5303038.939
Castrojeriz, ,42.289673,-4.140625,-460932.2666,5204470.305
Atienza,,41.19751,-2.870911,-319588.3506,5041518.139
Logrono, ,42.465881,-2.450012,-272734.0883,5231023.654
Olite,,42.481506,-1.651611,-183856.4955,5233381.838
Valcabrère, ,43.033081,0.583496,64954.4776,5317008.469
La Réole, ,44.583679,-0.040283,-4484.283,5556216.664
Saint-Macaire,,44.565918,-0.2276,-25336.3161,5553441.079
Saint-Emilion,,44.896118,-0.155396,-17298.6036,5605182.19
Aubeterre-sur-Dronne,,45.270508,0.171509,19092.2945,5664208.441
Saint-Jean-d'Angély, ,45.946289,-0.529297,-58921.0725,5771746.169
Oléron, ,45.900085,-1.299988,-144714.0022,5764352.203
Alenquer,,39.056274,-9.006226,-1002568.492,4729735.549
Largentière, ,44.54071,4.292114,477795.9449,5549503.176
Bagnols-sur-Cèze, ,44.154907,4.616516,513908.2104,5489445.776
L'Argentière-la-Bessée, ,44.793274,6.559082,730153.6683,5589035.209
Reillanne,,43.88031,5.658875,629943.0835,5446938.524
Monteux,,44.033691,4.998108,556386.8375,5470657.424
Saint-Gilles, ,43.674316,4.432495,493423.0863,5415179.39
Aigues-Mortes,,43.568481,4.190674,466503.6958,5398904.668
Anduze,,44.055115,3.985291,443640.5648,5473975.322
Sorgues,,44.012512,4.872681,542424.3677,5467378.648
Valréas, ,44.384521,4.983521,554763.0201,5525141.806
Kalundborg,,55.682678,11.101074,1235765.905,7495503.431
Svendborg,,55.059875,10.606873,1180751.701,7373495.312
Nestved, ,55.229919,11.760681,1309193.02,7406617.179
Ystad,,55.429504,13.820129,1538449.723,7445674.289
Trelleborg,,55.375488,13.157715,1464710.134,7435084.378
Middelburg,,51.501526,3.614929,402412.0555,6710491.971
Zierikzee,,51.652893,3.924072,436825.6969,6737605.755
Great Yarmouth,,52.607727,1.733093,192927.0303,6910765.112
Buttevant,,52.233093,-8.671082,-965260.4329,6842381.888
New Ross,,52.395874,-6.945984,-773223.4019,6872023.51
Llanfoes,,53.279297,-4.095581,-455917.9914,7034828.335
Randers,,56.464905,10.047119,1118440.171,7651527.298
Kolding,,55.490723,9.472107,1054430.128,7457693.887
Hörsens, ,55.860474,9.84967,1096460.249,7530689.968
Tander, ,54.932678,8.867126,987083.9511,7348811.233
Tulln,,48.348083,15.992126,1780235.323,6164960.046
Enns,,48.214294,14.479492,1611849.676,6142580.054
Lockenhaus,,47.406921,16.417725,1827612.787,6008748.722
Judenburg,,47.167908,14.661316,1632090.231,5969524.126
Mulhouse,,47.749512,7.339905,817074.4871,6065283.267
Colmar,,48.080688,7.360107,819323.3634,6120288.956
Samatan,,43.492493,0.929871,103512.7662,5387237.284
Martel,,44.937073,1.609924,179215.9199,5611620.352
Kaiserslautern,,49.444702,7.769104,864852.7012,6350657.665
Saarburg,,49.604919,6.549683,729107.3764,6378133.836
Dieburg,,49.899292,8.846497,984787.5413,6428853.222
Gelnhausen,,50.200928,9.192322,1023284.604,6481146.02
Excideuil,,45.336914,1.051086,117006.3583,5674718.567
